,label,location,tweet_text
1949,0,,ive noticed that everyone who is for has already been born
1950,,,hole affairs an like coalition gvt
1951,,Exol,after st youd think shed bounce
1952,,"Alabama, USA",show of hands who genuinely believes hasnt quietly paid for at least one in his too many years on this earth
1953,,United States,im guessing some garbage about late term im semi fluent in toddler
1954,0,,lololol u dont have right to kill fetus raping it is better than murder isnt solution
1955,,Parker,this thread is about you idiot stay in your lane
1956,,"Newberg, OR",since you seem to sleep with hookers i would have thought you'd be for
1957,1,BFE,being denied an will kill women includes saving womans life
1958,0,,disparate impact has on poc is clear and accordingly is racist
1959,,,i would stake my life that has paid for many an
1960,,,anyway pp escorts are big damn heroes i still get mad even when i know what to expect and is fucking legal #underhiseye
1961,,"Alabama, USA",do we honestly believe he hasnt quietly paid for at least one during his too many years on earth
1962,,United States,an anti-abortion rally really
1963,,,actually i think all of us that had premies are actually trying to have an to his way of thinking
1964,,"San Francisco, CA",like trump never paid for an
1965,1,,you're male you don't have an opinion on because it's not your damn body
1966,,,what exactly do you think is
1967,,,said proponent of
1968,0,No list,why is it that people who demand right to only do so after they are born
1969,1,"South Lake Tahoe, CA",anyone who doesnt support on demand is anti-woman and extremist go pound sand
1970,0,,#lovesaveslives #marchforlife unborn lives deserve chance partial birth baby can live outside womb by now
1971,0,"Mason, OH",ends human life
1972,,Not Trump's America,trump hails anti-abortion measures in speech at march for life - trump who previously said he was very pro-choice is first sitti
1973,0,"Melbourne, FL",abolishing murder starts in womb of mother let's put an end to
1974,0,,its not your body its new life kill urself if u want an
1975,0,"Denver, CO",what we've been doing to combat doesn't seem to be working does it so let's figure out other ways #marchforlife
1976,,,isn't it common knowledge he asked both marla maples to have an
1977,1,,thousands in washington await trump address to anti-abortion rally women's right to choose
1978,,"Alabama, USA",and do we genuinely believe this guy hasnt quietly paid for an or two in his too many years on earth
1979,1,"Newport News, VA",how do you carry something in you for months just to kill it get an bitch
1980,,,call-less and in course got an slide in pussy with ritalin and abort it
1981,1,"Twilight Zone, seriously we all are",will be staying legal we arent going back to dark age back alley
1982,0,United States,ryllie how does it feel to take life of another human ie
1983,0,America ,is murder
1984,1,your worst nightmares,i do not and have never for one minute regretted having an happy #marchforlife everyone
1985,1,"Harrah, OK",is murder is just such an uneducated way of going about
1986,0,,either you are for god or you are against him is murder and god says thou shalt not kill god is real
1987,,"Downs, IL",he supported late term last year
1988,1,,paul if you don't want an don't t have one
1989,,"Spring City, PA",what of american's in next three years will have an yet it seems to be biggest political issue in earth
1990,1,Michigan,yes i personally would not have an but i have no say in what someone else does with her bodyi
1991,,,same guy trump who urged marla to get an right
1992,,,but i mean like if they wanted to get an
1993,,"Glasgow, Scotland",he paid porn star to get an
1994,,"Washington, DC",it's not her choice if is her only option #marchforlife #prolifeyouth
1995,1,Fuqua & Kuykendahl,third trimester is rare and usually heartbreaking last resort choice women never intended to make
1996,1,,same i believe that if it's in case of rape pro definitely all way
1997,1,Outside the cave,shouldn't be outlawed entirely but i dont want baby shouldnt be reason for
1998,1,,someone is in desperate need of biology class also check out legal regulations
1999,1,"Prineville, OR",what an idiot providers do not kill babies newly born apparently female physiology is mystery to him
2000,1,United States,keep your values away from freedom and rule of law dont like dont get one
2001,0,Greatest country in the world ,sucks dont do it #marchforlife
2002,,"Charlotte, NC is still Blue!",what does that have to do with be specific
2003,0,The Void,yeah your right godwins law is to far the holocaust killed million killed million
2004,0,Ohio,i love how all these headlines are titling march for life as anti-abortion whats wrong with #prolife
2005,,,guarantee trump has paid for more than one
2006,0,,arent you pro save these children in womb
2007,1,,stopping someone from getting an is treading on their rights
2008,,USA,i see twitter finally acknowledged #marchforlife by calling it an anti rally
2009,,,i know of stories close to that when test came out not well advised both excellent health and honor students
2010,,,i feel like friday night story is going to be that he bought stormy an
2011,,,trump decries 'permissive' us laws at rally president tripped over his tongue at key moment in his
2012,1,,is about bodily autonomy read up on it
2013,,Northeast,cnn has renamed pro-life to anti-abortion wonder if they have also switched pro-choice to anti-life
2014,,MIDWEST,k
2015,,"Wisconsin, USA",easy it isn't about
2016,,"California, USA",needs no editing crazy am i an i was born in nintz month
2017,,"Somewhere, I Think",#badreasonstogetmarried cause you won't ever see her at some anti rally
2018,0,"Connecticut, USA",there is no such thing as pro-choice there are sides of argument pro-life and anti-life
2019,,East of Cleveland,because trump is an and he thinks all other babies should be too
2020,,"Edmonton, Alberta",man i talk more shit than pro-lifers in clinics
2021,,"Winston - Salem, N.C.",theyll say hes against and brought merry christmas back
2022,,,lol people who are anti are twice as likely to adopt you are dumb
2023,,,should ask him if he would have paid for stormys if he had gotten her pregnant
2024,1,Southern Alberta. ,there's no law which is good thing doctors and women should decide nobody else
2025,,,you hypocrite i'm sure there isn't single in your past
2026,0,"Sheffield, England",it's almost like unsafe sex with random idiots then panicking and having an is bad thing who knew
2027,1,"Ohio, USA",on topic of dad i believe in people making right choices and plan b pill
2028,,OldEbbittGrill,except for when he begged mistress marla to get an
2029,1,,if youre against then dont have one do not tread on someones rights
2030,,Canada,he's saying that lobby wants to be able to abort babies after they've been born
2031,,Everywhere,scheduled my for that day
2032,,,my you should have an baby is yrs old doctors don't every thing
2033,,"Goshen, NY",so who here doesn't think trump has paid for at least one woman to have an
2034,,,yes me and all my disgusting friends are electing to have late term they're very best kind of
2035,,"Phoenix. Yep, it's hot.",everyone knows that when you're rich and republican it's not an it's dc for medical reasons
